Id,Label,timeset,indegree,outdegree,Degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,eigencentrality,pageranks,modularity_class,Authority,Hub,clustering,level,tag,anomaly,fr,fg,location,bio,nation,weight,occup,categ,statu
7usaini7,7usaini7,,127,0,127,0,0,0,0,0.109115,0.000301,100,0.01141,0,0.004571,,,0.1494,1816571,116,,‏صفحتي الجديدة في الفيس بوك:,,,,,
Almatrafi,Almatrafi,,121,0,121,0,0,0,0,0.105715,0.000293,100,0.01909,0,0.005165,,,0.276464,937088,1536,Saudi Arabia,صحفي سعودي,,,,,
ZiadAldrees,ZiadAldrees,,130,0,130,0,0,0,0,0.202106,0.000297,100,0.008862,0,0.007259,,,0.682165,85155,627,الرياض,مؤسس (احتفالية #اليوم_العالمي_للغة_العربية)، ممثل السعودية لدى اليونسكو ٢٠٠٦-٢٠١٦م، كاتب بصحيفة الحياة,,,,,
DrJassimSultan,DrJassimSultan,,184,0,184,0,0,0,0,0.156165,0.000297,100,0.018368,0,0.004574,,,0.750646,103197,19,Qatar,مؤسس مشروع النهضة,قطري,,,,
otsaad,otsaad,,113,0,113,0,0,0,0,0.163297,0.000299,100,0.009848,0,0.007963,,,0.558892,212683,281,,‏‏‏‏‏‏‏لا أمثل غيري…دكتوراه سياسة شرعية/نظم عامة/دولي…عضو جمعية قضاء، وعضو مجلس إدارة الجمعية السعودية للعلوم السياسية…{قل هو الرحمن آمنا به وعليه توكلنا…},,,,,
alsayg,alsayg,,89,0,89,0,0,0,0,0.095085,0.000295,109,0.008024,0,0.009535,,,,,,,,,,,,
alshalfia,alshalfia,,33,0,33,0,0,0,0,0.117314,0.000288,30,0.002371,0,0.002299,,,0.812828,312360,4449,Yemen,Ahmed Alshalfi is Aljazeera correspondent in Yemen and all shared here is personal أحمد الشلفي محررالشؤون اليمنية في قناة الجزيرة والأراء الواردة هنا شخصية,یمنی,,,,
Dohyyan_suliman,Dohyyan_suliman,,48,0,48,0,0,0,0,0.19517,0.000297,100,0.004077,0,0.025758,,,0.91159,13108,1179,,أ.د. سليمان الضحيان أستاذ في جامعة القصيم، وكاتب مقال أسبوعي في  في صحيفة مكة.,,,,,
abanaemah,abanaemah,,94,459,553,8,0.274501,0.312156,472617.651142,0.211128,0.000294,30,0.003058,0.079558,0.014967,,اخوان حجاز,0.699574,48638,464,المملكة العربية السعودية,إنسان https://t.co/4Ambq3JRP0,عربستانی,,,اخوانی-بنائی-حجازی,دربند
Al3uny,Al3uny,,57,0,57,0,0,0,0,0.092163,0.000289,100,0.002779,0,0.005952,,,0.58901,50115,0,مكة المكرمة,الحساب الرسمي لفضيلة الشيخ الدكتور الشريف حاتم العوني لا يديره دائما الشيخ شخصياً,,,,,
TurkiAldakhil,TurkiAldakhil,,177,0,177,0,0,0,0,0.151609,0.000302,100,0.011583,0,0.004558,,,0.107357,3969999,3009,United Arab Emirates,سفير خادم الحرمين الشريفين لدى دولة الإمارات العربية المتحدة (حساب شخصي),عربستانی,2,,حکومتی-ب,
amshehri,amshehri,,112,0,112,0,0,0,0,0.079978,0.000294,100,0.007314,0,0.005294,,,0.315526,488777,22,,مدير عام مركز تفسير @tafsircenter ، أستاذ الدراسات القرآنية بجامعة الملك سعود @_KSU ،محب للقرآن وعلومه وخدمة طلابه، للتواصل amshehri@gmail.com,,,,,
almonajjid,almonajjid,,205,0,205,0,0,0,0,0.138219,0.000297,100,0.013925,0,0.002582,,,0.112094,3682905,0,Kingdom of Saudi Arabia,,سوری | عربستان,,,,
IslamToday,IslamToday,,61,0,61,0,0,0,0,0.087239,0.00029,100,0.001053,0,0.00113,,,0.29194,258725,6,,بوابة معرفية شاملة برؤية اسلامية معتدلة,,,,,
Dr_almosleh,Dr_almosleh,,157,0,157,0,0,0,0,0.146545,0.000288,100,0.001533,0,0.001737,,,0.132956,2835620,0,,"الحساب الرسمي للشيخ أ.د خالد المصلح - يديره المشرف على الموقع
https://t.co/P5APwg527D
https://t.co/koNLrDobgm
https://t.co/1ch2i79af2
https://t.co/ArVGS7Q88J",عربستانی,,عالم,اخوانی-بنائی-حجازی؟,
drjasem,drjasem,,138,0,138,0,0,0,0,0.104348,0.000295,30,0.011409,0,0.002433,,,0.152661,1913099,77,Kuwait,الأمن الاجتماعي، الحب، الخطبة، الزواج ، السعادة الأسرية، المراهقة، التربية.. مفاهيم متعددة نغرد بها معكم ونستمتع بألحانكم :: 0096597315100,,,,,
MohamadAlarefe,MohamadAlarefe,,289,0,289,0,0,0,0,0.18056,0.000301,100,0.013525,0,0.000793,,,0.030357,19782772,0,,(Muslim Scholar) سناب شات mohamad_alarefe راسل المكتبwhatsapp 00966535227779 فيس https://t.co/EetTTLaevY يوتيوب https://t.co/q8377q5t7t,,,,,
Kh_OZ,Kh_OZ,,35,573,608,7,0.302603,0.341541,753072.106526,0.095045,0.000293,6,0.007569,0.123057,0.004909,,,1.090124,11759,584,أرض الله الواسعة,"., \ ^ أتطلع إلى مجتمع تصان فيه الحقوق والحريات ^ / ،. | إماراتي abroad |",,,,,
afaaa73,afaaa73,,146,0,146,0,0,0,0,0.149238,0.000294,100,0.00357,0,0.002251,,,0.086374,3289389,756,,إستفتحنا بالله ،،،، و خاب كل جبار عنيد,,,,,
ghathami,ghathami,,195,0,195,0,0,0,0,0.179662,0.00031,100,0.014548,0,0.006133,,,0.481494,525386,1518,alriyadh,سموا أنفسكم مستقلين ، كونوا دعاة سلام ومحبة، قولوا بحرية التفكير والتعبير لمخالفيكم قبل أنفسكم / قل رأيك ( ولا تبالي ) شرط أن تقول هو رأيي أعرضه ولا أفرضه,,,,,
TurkiHAlhamad1,TurkiHAlhamad1,,103,0,103,0,0,0,0,0.119834,0.000301,0,0.027706,0,0.010375,,,0.550652,412106,1936,Saudi Arabia,"‏‏‏‏‏‏‏‏الدين لله والوطن للجميع..وطني هويتي..
دكتوراة علوم سياسية، جامعة جنوب كاليفورنيا، لوس انجلوس، 1985. استاذ سابق للعلوم السياسية، جامعة الملك سعود، الرياض",,,,,
jabertoon,jabertoon,,58,0,58,0,0,0,0,0.107668,0.000296,100,0.006111,0,0.008145,,,,,,,,,,,,
KhaledAND,KhaledAND,,73,0,73,0,0,0,0,0.119602,0.000305,100,0.011995,0,0.013889,,,0.847429,47389,1557,"Dammam, Saudi Arabia",مدون وكاتب بعثر الشتات حروفي.. أمين عام المجلس التنفيذي ومدير الإعلام والاتصال بنادي الاتفاق @ettifaq,,,,,
brhom,brhom,,135,0,135,0,0,0,0,0.249195,0.000308,100,0.011449,0,0.007344,,,0.688761,84447,834,"Dhahran, Saudi Arabia",سعودي قحطاني يؤمن بالديمقراطية والكيرم..عضو في قناة سين @SceenTV سناب : ibrsnap,,,,,
AzizAlgasim,AzizAlgasim,,156,0,156,0,0,0,0,0.179633,0.000329,100,0.010076,0,0.007457,,,0.727865,109545,1642,,aziz@algasim.com  محام - الرياض رَبِّ اجْعَلْ هَذَا بَلَدًا آمِنًا وَارْزُقْ أَهْلَهُ مِنَ الثَّمَرَاتِ ..,,,,,
almalki_80,almalki_80,,238,0,238,0,0,0,0,0.378988,0.000346,100,0.028177,0,0.008201,,,0.90988,71092,538,jeddah,أيتها السلطة اللعينة.. قفي عند حدودك ولا تتوغلي في فضائنا.. لكي نتفرغ: للسجود والتسبيح تارة.. وللحب والغناء تارةً أخرى،،,عربستانی,,فکری,معارض معتدل,
omarhuss,omarhuss,,67,0,67,0,0,0,0,0.118175,0.000293,100,0.00908,0,0.005828,,,0.128268,2548099,588,"Jeddah, Kingdom of Saudi Arabi","طالب دكتوراة في مجال الإعلام والاتصال 
PhD student in Media & Communication studies

Ig: omarhuss
Sc: omar.huss",,,,,
HADL0L,HADL0L,,29,0,29,0,0,0,0,0.13175,0.000291,0,0.012376,0,0.027066,,,3.572867,20474,715,القصيم-الرياض,عضو منظمة JAWAB العالمية - الولايات المتحدة - فرجينيا / بكالوريوس لاهوت اسلامي وكاتب رأي,,,,,
SelimaPax,SelimaPax,,65,0,65,0,0,0,0,0.236061,0.000309,0,0.028715,0,0.033845,,,1.296175,34440,810,,,,,,,
DrAdnanIbrahim,DrAdnanIbrahim,,85,0,85,0,0,0,0,0.088463,0.000298,90,0.005995,0,0.011491,,,0.36393,461394,426,Austria,الحساب الرسمي للدكتور عدنان إبراهيم,,,,,
WaleedAbulkhair,WaleedAbulkhair,,199,0,199,0,0,0,0,0.332506,0.000328,100,0.055083,0,0.015436,,,1.14473,83723,682,"London, England","Head of Monitor of Human Rights in Saudi Arabia (MHRSA) His friends are opreating his account. (On April 15, 2014, Waleed got arrested)",عربستانی,,,,دربند
TheEconomist,TheEconomist,,37,0,37,0,0,0,0,0.131556,0.000304,78,0.011808,0,0.023016,,,,,,,,,,,,
BBCWorld,BBCWorld,,42,0,42,0,0,0,0,0.114093,0.000299,92,0.013254,0,0.017073,,,,,,,,,,,,
RealEmanAyad,RealEmanAyad,,71,0,71,0,0,0,0,0.124793,0.000291,5,0.012693,0,0.009938,,,0.340433,542929,785,"Doha, Qatar",Principal Anchor @AJArabic | Media Trainer | Woman of the Year- UK 2016 | 📧: pr@emanayad.net,,,,,
SPAregions,SPAregions,,81,0,81,0,0,0,0,0.106712,0.000293,0,0.022572,0,0.011076,,,,,,,,,,,,
REEMSulaiman80,REEMSulaiman80,,126,0,126,0,0,0,0,0.228384,0.000315,0,0.042386,0,0.01967,,,1.055078,54546,289,,سعودية، مقيمة في المهجر، ومهتمة بالشأن الحقوقي والسياسي العام. @hw_saudiwomen مشروعي,عربستانی,,,,
AljamalSalma,AljamalSalma,,61,0,61,0,0,0,0,0.085335,0.000302,30,0.029328,0,0.018306,,,0.488309,412540,697,"Doha, Qatar","#فلسطين داري #صحافية",,,,,
ouchaitmeriem,ouchaitmeriem,,56,0,56,0,0,0,0,0.082843,0.000288,5,0.005257,0,0.000673,,,0.193179,448286,303,"الدوحة, دولة قطر",Algerian Journalist News Anchor @AJArabic,,,,,
BaheyHassan,BaheyHassan,,15,0,15,0,0,0,0,0.12492,0.000294,30,0.004734,0,0.083333,,,0.829516,107024,915,,"Author & #HumanRights Defender. Director of Cairo Institute for Human Rights Studies @CIHRS_Alerts. Views are personal. RTs not endorsements.
كاتب و حقوقي مصري",,,,,
hassanafaa,hassanafaa,,41,0,41,0,0,0,0,0.091405,0.000299,0,0.015818,0,0.04878,,,0.854872,193919,671,Guiza-Egypt,Professor of Political Science-Cairo University,,,,,
ArabicMark,ArabicMark,,137,0,137,0,0,0,0,0.135582,0.000313,0,0.028316,0,0.013954,,,0.761005,198561,39,"London, United Kingdom","يا عرب يا عجم, يا تُرك يا بربر, يا حماة العقيدة, دينكم واحد.
 arabicmarc@gmail.com",,,,,
FarisAbaalkhail,FarisAbaalkhail,,83,0,83,0,0,0,0,0.258109,0.000321,0,0.051224,0,0.049228,,,1.805775,28434,1928,London,وعي الانسان بجهله هو بداية طريق المعرفه.,,,,,
iyad_elbaghdadi,iyad_elbaghdadi,,60,0,60,0,0,0,0,0.191128,0.000306,0,0.033196,0,0.035995,,,0.88587,135608,3211,"Oslo, Norway","Not that Baghdadi. President, @Kawaakibi. Founder, @IslamandLiberty & @ArabTyrantMan'ual. @Civita_ Fellow. @Munathara Board. Islamic libertarian. 🇵🇸🇳🇴🇦🇪",,,,,
AbdulqdoosA,AbdulqdoosA,,52,0,52,0,0,0,0,0.149035,0.000298,109,0.018062,0,0.025714,,,0.811007,5889,896,,‏متى تجمع القلب الذكيَّ، وصارمًا .. وأنفًا حميًا، تجتنبك المظالمُ,,,,,
DrBaderALdahoom,DrBaderALdahoom,,52,0,52,0,0,0,0,0.091856,0.000297,0,0.031914,0,0.025882,,,0.645185,238032,445,الكويت,( أستاذ الفقه وأصوله). رئيس المكتب السياسي لتجمع ثوابت الأمة,,,,,
Alwashi7i,Alwashi7i,,98,0,98,0,0,0,0,0.137819,0.000298,0,0.024372,0,0.01396,,,0.373526,659799,538,Kuwait,كاتبجي / حسابي في سناب alwashi7i,,,,,
adelmarzooq,adelmarzooq,,30,0,30,0,0,0,0,0.095731,0.000291,0,0.013246,0,0.029557,,,0.928372,66740,613,"London, England",صحافي؛ رئيس تحرير البيت الخليجي للدراسات والنشر. عمل مديرا للتلفزيون العربي؛ ومديرا للملفات السياسية والمحلية في (الوسط) و(البلاد) البحرينيتين..,,,,,
bassamn60,bassamn60,,7,0,7,0,0,0,0,0.088788,0.000012,30,0,0,0,,,0.51479,2089,350,عمان ـ الأردن,كاتب صحفي وباحث في الفكر الإسلامي,,,,,
MUTARED,MUTARED,,78,0,78,0,0,0,0,0.123016,0.000297,0,0.036085,0,0.032468,,,1.307566,19859,746,,"‏‏مسلم ارجوا جمع المس‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏لمين اعمل بالتجاره
والعقار
في اسطنبول#
من المدينة المنورة#
الحساب الاحتياطي ‎‎‎‎‎‎@mutared02",,,,,
Dr_Ulrichsen,Dr_Ulrichsen,,12,0,12,0,0,0,0,0.07928,0.000298,78,0.012394,0,0.063636,,,3.198936,23810,6172,Houston/Seattle/Cambridge,"Rice University's Baker Institute for Public Policy & Associate Fellow, Chatham House. Author, The Gulf States in International Political Economy & other books.",,,,,
basel_alabd,basel_alabd,,6,0,6,0,0,0,0,0.079404,0.000012,6,0,0,0.166667,,,0.933255,24916,935,الإعلام الحُر ثاني أقوى سلاح .,(( أجتهد في الإعلام والعمل الإنساني )) •للتواصل عبر الإيميل baselalabd.daralimantv@gmail.com,سوري,,,,
AbuHamza45,AbuHamza45,,81,0,81,0,0,0,0,0.079623,0.000297,0,0.012722,0,0.009494,,,0.742011,51589,370,KUW-UK,الربيع يجمعنا,,,,,
d_iplo,d_iplo,,257,0,257,0,0,0,0,0.28578,0.000335,0,0.071264,0,0.018057,,,1.016945,125674,812,Miami USA,🔴 غربة النجاشي ولا جوار أبي جهل  ... لاشـط سياسي !,,,,,
Mehmetcanbekli1,Mehmetcanbekli1,,183,0,183,0,0,0,0,0.176876,0.0003,0,0.039598,0,0.010569,,,0.843448,162698,247,"İstanbul, Türkiye",‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏كاتب صحفي ومحلل سياسي تركي,,,,,
bintalal82,bintalal82,,85,0,85,0,0,0,0,0.099986,0.000301,0,0.032197,0,0.029272,,,1.139212,35854,195,,صفحتك في تويتر بمثابة مجلسك الخاص تستقبل فيه الجميع لكن من قلّ أدبه وجب طرده.,,,,,
haythamabokhal1,haythamabokhal1,,52,0,52,0,0,0,0,0.091824,0.000292,0,0.011363,0,0.00549,,,0.205986,553609,791,"Alexandria,Egypt",‏‏TV presenter& Human Rights Activist إعلامي وناشط حقوقي وسياسي مصري ـــــــــــــــ باشتغل واكتب علشان أرجع مصر من إللي خاطفينها ومستعد أدفع الفدية حياتي,,,,,
iabomar,iabomar,,87,257,344,8,0.275546,0.311443,1198172.391649,0.198878,0.000291,109,0.014059,0.029442,0.014312,,,0.734472,21068,258,"Yalova, Türkiye",‏‏وما حياة امرئ أضحت مدامعه .. مقسومةً بين أحياءٍ وأموات؟!,,,,,
mohanna63,mohanna63,,165,0,165,0,0,0,0,0.283747,0.00031,0,0.047293,0,0.015973,,,1.117907,70198,255,,الحساب الشخصي لمهنا حمد المهنا،، أقول أمتي.. ياربي أمتي! الحساب الاحتياطي @mohana63,,,,,
ali_adubisi,ali_adubisi,,100,0,100,0,0,0,0,0.240151,0.000343,0,0.055797,0,0.059988,,,1.695413,21945,1409,"Berlin, Germany برلين",European Saudi Organization for Human Rights Director رئيس المنظمة الأوروبية السعودية لحقوق الإنسان ali.adubisi@esohr.org,,,,,
DrMahmoudRefaat,DrMahmoudRefaat,,95,0,95,0,0,0,0,0.142094,0.000303,0,0.036738,0,0.023136,,,0.453428,743029,138,"Paris, France - Brussels, Belgium",International Lawyer - Foreign policy advisor & Writer - President of the foreign policy institute https://t.co/XraHE61C85. Chairman of https://t.co/FXBbsBWUz5,,,,,
TarekHamoud,TarekHamoud,,12,0,12,0,0,0,0,0.083318,0.000297,30,0.013587,0,0.109091,,,3.36119,7307,874,"London, England","PhD candidate at @UniofExeter, Social Movement Approach and Peacbuilding Theories in Palestine. General Director of https://t.co/iNIAMHj9ev",فلسطینی,,,,
WajdWaqfi,WajdWaqfi,,107,0,107,0,0,0,0,0.171075,0.000307,30,0.037761,0,0.023717,,,0.871353,309974,1009,Washington DC,Senior Correspondent @AJArabic |Ex Architect|Tweets reflect my opinions| Retweets not necessarily endorsementsمراسلة الجزيرة|تغريداتي آرائي الخاصة,,,,,
saqer2030,saqer2030,,53,0,53,0,0,0,0,0.190411,0.000293,0,0.025228,0,0.057255,,,1.62271,21098,232,,متى استعبدتم الناس وقد ولدتهم أمهاتهم أحرارا,,,,,
faisalalyahya,faisalalyahya,,63,0,63,0,0,0,0,0.11851,0.000297,100,0.019242,0,0.014807,,,0.959837,177861,550,kuwait,Instagram: alyahya_faisal,,,,,
oalmarzouqi,oalmarzouqi,,41,0,41,0,0,0,0,0.079307,0.000292,0,0.023678,0,0.064024,,,1.899494,15235,496,United States,مهتم بالتغريد خارج سرب العبيد.. يسقط الإستعمار..,,,,,
933557339,CHIVOS3,,188,0,188,0,0,0,0,0.184622,0.0003,109,0.011973,0,0.003662,,,0.452735,439873,246,,بكُلِّ مرارةٍ: …أنا المُرُّ,,,,,
alajmi01,alajmi01,,52,0,52,0,0,0,0,0.227118,0.000311,100,0.021816,0,0.051871,,,1.517127,9656,359,الرياض,يتنزه في حقل ألغام,عربستانی,,,,
spectatorindex,spectatorindex,,55,0,55,0,0,0,0,0.08601,0.0003,0,0.023907,0,0.020875,,,,,,,,,,,,
y_almatrfi,y_almatrfi,,86,0,86,0,0,0,0,0.227191,0.000298,109,0.010136,0,0.013811,,,0.771477,22379,1177,"London, England",‏‏‏‏‏‏‏‏‏باحث لا أقل ولا أكثر.. باحث دكتوراه theology (لاهوت) جامعة ‎‎‎‎‎@SOAS، للبحث أسّس ‎‎‎‎@namacenter، و ‎@JournalNama وللباحثين أَسّس ‎‎‎@namaeacademy,,,,,
Sweden_AR,Sweden_AR,,61,0,61,0,0,0,0,0.08651,0.00029,0,0.008677,0,0.00904,,,0.275479,443771,112,Sweden,مرحباً بكم في بوابة السويد الرسمية الناطقة باللغة العربية. نأمل أن تتعرفوا على السويد من خلالنا وتزوروها. يُدار الحساب من قِبل المعهد السويدي في ستوكهولم.,,,,,
ZahidGol,ZahidGol,,81,0,81,0,0,0,0,0.150763,0.000295,30,0.008734,0,0.008926,,,0.618263,94733,1799,istanbul,"‏‏‏‏‏كاتب وباحث وصحفي تركي الأصل والجنسية
مدير مركز شرقيات للبحوث باسطنبول

ورئيس التحرير لموقع ‎‎‎‎@turkishindy",,,,,
SultanAljumeri,SultanAljumeri,,163,0,163,0,0,0,0,0.27141,0.000316,100,0.025919,0,0.012888,,,0.955596,49529,870,,,مصري,,,,
Talkhedher,Talkhedher,,72,0,72,0,0,0,0,0.207251,0.000292,6,0.018013,0,0.014919,,,0.874619,34386,793,Kuwait | Edinburgh,اهدنا لما اختُلف فيه من الحق بإذنك إنك تهدي من تشاء إلى صراط مستقيم,,,,,2017 آخرین توییت
YeniSafakArabic,YeniSafakArabic,,105,0,105,0,0,0,0,0.110436,0.000299,0,0.028767,0,0.011905,,,0.696865,230762,46,"İstanbul, Türkiye",https://t.co/3uAZv8SaLf https://t.co/Tt6JiVxAXB:اللغة التركية,,,,,
Sultana_Farida,Sultana_Farida,,30,0,30,0,0,0,0,0.083248,0.000292,30,0.013411,0,0.033251,,,1.377339,17558,65,"Ankara, Türkiye","Political researcher,Businesswoman,businesses in (Balkans-München -Ankara), born in a mixed Family with Osmanlı fragrance [1/2 Turkish,1/2 German]",,,,,
salah_almahini,salah_almahini,,24,0,24,0,0,0,0,0.084776,0.000292,6,0.009095,0,0.051383,,,1.198987,15741,300,الكويت,طالب دكتوراه في السياسة الشرعية,,,,,
AHussan,AHussan,,140,0,140,0,0,0,0,0.294943,0.000321,0,0.026391,0,0.018678,,,1.093032,38905,253,Riyadh,"‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏مُحَامٍ ‎‎‎‎‎‎‎‎‎‎‎‎‎‎‎‎‎‎‎‎‎‎‎‎‎@Osoollaw 
‏‏‏‏‏‏‏عاشق للخيل/
‏‏‏باحث في التشريعات والدساتير وتاريخ القانون",عربستانی,,,,
Emanmag,Emanmag,,31,0,31,0,0,0,0,0.142375,0.000295,100,0.005293,0,0.033251,,,1.391907,11059,874,Kingdom of Saudi Arabia,كاتبة,,,,,
mohmmad_khulaif,mohmmad_khulaif,,39,0,39,0,0,0,0,0.081849,0.000297,6,0.01167,0,0.015647,,,0.846031,18052,1263,Kuwait Uk,مؤسس ورئيس مركز طروس لدراسات الشرق الأوسط، باحث في دراسات الشرق الأوسط، ماجستير شرق أوسط جامعة درم بريطانيا @durham_uni انستغرام @mohmmad_khulaif @torous_ME,,,,,
AD_As3ad,AD_As3ad,,15,0,15,0,0,0,0,0.095003,0.00029,100,0.007261,0,0.038462,,,4.825372,13082,356,"Montréal, Québec","Muslim - PhD in Construction Engineering and Asset Management Retweet≠Endorsement,  Tweets in #Arabic & #English",,,,,
Aziz_Almahmoud,Aziz_Almahmoud,,31,0,31,0,0,0,0,0.086575,0.000294,30,0.007308,0,0.024138,,,0.893783,21997,3236,,"كاتب واعلامي قطري مهتم بشؤون الامة وقضاياها ، رئيس تحرير سابق لعدة صحف قطرية .
a Qatari journalist and writer , published 2 historical novels.",,,,,
BadrAljaafari,BadrAljaafari,,66,0,66,0,0,0,0,0.122044,0.000319,100,0.011595,0,0.018269,,,0.723091,18751,1939,"Eastern Region , Saudi Arabia",محام ومحكّم - مهتم بمجال القانون لقطاع الأعمال - مؤسس مكتب بدر الجعفري للاستشارات القانونية - Saudi Lawyer - Badr Aljaafari Law Office,,,,,
MuathAlduwailah,MuathAlduwailah,,11,0,11,0,0,0,0,0.143864,0.000012,6,0,0,0.089286,,,0.300798,26088,1489,,محامي أمام محكمتي الدستورية والتمييز. بكالوريوس قانون من كلية الحقوق - جامعة الكويت. ماجستير قانون من جامعة فلوريدا @UF في الولايات المتحدة الأمريكية.,عربستاني,,,,
RabeaHafiz,RabeaHafiz,,28,0,28,0,0,0,0,0.138951,0.000291,30,0.009293,0,0.026154,,,0.743137,27941,2181,"Al Madinah Al Munawwarah, Kingdom of Saudi Arabia",لست ملاكا ولا شيطان أنا إنسان أخطيء وأصيب، أعطاني الله صوتا أرجوا أن استعمله لنهضة الأمة، هنا أغرد ببعض أفكاري وقناعاتي Instag: rabiahafiz Snap: rabeahafiz,,,,,
UAEstudies,UAEstudies,,26,0,26,0,0,0,0,0.079503,0.000289,6,0.005631,0,0.048333,,,0.934845,24901,661,لندن,أول مؤسسة بحثية إماراتيه مستقلة، متمايز مع المستوى الرسمي يعمل في إطار وطني خليجي ، يستند في تحقيق أهدافه إلى إبداع النخبة الفكرية والثقافية,,,,,
ASWQ_101,ASWQ_101,,36,0,36,0,0,0,0,0.083821,0.000296,100,0.005377,0,0.028571,,,0.957122,12354,285,,,,,,,
alsadiq07,alsadiq07,,21,0,21,0,0,0,0,0.114775,0.000306,100,0.004039,0,0.05848,,,1.07093,4839,0,السعودية,كاتب عربي,,,,,
mawazen_law,mawazen_law,,16,0,16,0,0,0,0,0.161768,0.000296,100,0.003471,0,0.051282,,,-0.195797,7114,3481,,محام / الكويت,,,,,
IbrahimAlharam,IbrahimAlharam,,65,0,65,0,0,0,0,0.17652,0.000292,0,0.020704,0,0.029614,,,0.932041,25022,990,الإمارات - تركيا,الشريف هو الذي ينحاز للإنسان حين ينحاز الآخرون لعرقياتهم وحكوماتهم ومصالحهم وأحزابهم ..,اماراتی,,,,
aljaberi,aljaberi,,16,0,16,0,0,0,0,0.110643,0.000289,6,0.005631,0,0.115385,,,1.129818,5963,871,UAE | AD,﴿ربنا آتنا من لدنك رحمة وهيئ لنا من أمرنا رشدا﴾,,,,,
MidoAlhajji,MidoAlhajji,,72,0,72,0,0,0,0,0.088269,0.000295,109,0.008178,0,0.010664,,,0.383998,339705,600,المملكة العربية السعودية KSA,دكتوراه العلوم السلوكية والاجتماعية، ومُقدِّم خدمات استشارية لعدة قطاعات PhD & Consultant in Social & Behavioral Sciences للتعاون أو الإعلان https://t.co/1zEXrIufbq,,,,,
Moncef_Marzouki,Moncef_Marzouki,,80,0,80,0,0,0,0,0.181137,0.000299,30,0.008527,0,0.015152,,,0.4012,502997,12,Tunisie - تونس,الرئيس السابق للجمهورية التونسية,,,,,
trikaofficial,trikaofficial,,136,0,136,0,0,0,0,0.08658,0.000292,74,0.005898,0,0.002778,,,,,,,,,,,,
shabab6april,shabab6april,,22,0,22,0,0,0,0,0.07992,0.000293,30,0.001724,0,0.052381,,,0.073487,1855051,125,Egypt,"‏الحساب  الرسمى لحركة شباب 6 ابريل المصرية.
حرية، ديمقراطية ، عدالة اجتماعية ، كرامة إنسانية
Official account for April 6 Movement
https://t.co/cEvssf7sZT‎",,,,,
AboelelaM,AboelelaM,,22,0,22,0,0,0,0,0.108871,0.000289,30,0.004459,0,0.028947,,,0.212615,294847,200,,"‏رئيس حزب الوسط
President of El Wasat Party -Egypt",,,,,
Islam_lotfy,Islam_lotfy,,8,0,8,0,0,0,0,0.083868,0.000012,30,0,0,0,,,2.972711,59224,997,المملكة المتحدة,Managing Director at One World Information Services Ltd.,مصري,,,,
amrwaked,amrwaked,,48,0,48,0,0,0,0,0.110376,0.000289,30,0.004252,0,0.000483,,,,,,,,,,,,
abdelbariatwan,abdelbariatwan,,164,0,164,0,0,0,0,0.16198,0.000305,30,0.021082,0,0.007095,,,0.191802,2216638,671,London,"Writer - Author - https://t.co/j79o5EmkE7
Telegram: https://t.co/ccLX4yuvsr…
https://t.co/oC2uVz3n1V…
https://t.co/PHbCnBoU4x…",,,,,
SamihJad,SamihJad,,69,0,69,0,0,0,0,0.125549,0.000293,30,0.007437,0,0.01273,,,0.577911,166671,980,,,,,,,
alaa,alaa,,16,0,16,0,0,0,0,0.118822,0.000293,30,0.001873,0,0.06044,,,0.117289,806145,1097,Dokki,زمان كنت بدهن الهوا دوكو، دلوقتي برش الكشك فليت.,مصری,,,انقلابی-لیبرال؟,
YosriFouda,YosriFouda,,45,0,45,0,0,0,0,0.080367,0.000292,30,0.003398,0,0.002114,,,0.02724,3727246,438,"London, England",Journalist/Author,,,,,
HamzawyAmr,HamzawyAmr,,45,0,45,0,0,0,0,0.110422,0.000287,30,0,0,0.002215,,,0.069015,4664707,5,USA,"Senior research scholar at the Center for Democracy, Development, and the Rule of Law, Stanford University - جامعة ستانفورد",مصری,2,سیاسی,لیبرال چپ,
AymanNour,AymanNour,,116,0,116,0,0,0,0,0.235918,0.000303,30,0.023769,0,0.01506,,,0.118953,2979086,19634,ِEgypt ولو كنت خارجها~مصرالحرة,"Egyptian Politician, Leader of Ghad El Thawra Liberal Party, Former Parliament Member (1995-2005), Presidential Candidate for 2012.",,,,,
Saif_abdelfatah,Saif_abdelfatah,,70,0,70,0,0,0,0,0.193427,0.000302,30,0.010442,0,0.031168,,,0.479348,472403,167,,أستاذ العلوم السياسية,,,,,
selimazouz1,selimazouz1,,106,0,106,0,0,0,0,0.084479,0.000293,0,0.00416,0,0.009164,,,0.280745,697303,53,,ليبرالي على كتاب الله وسنة رسوله ومذهب الإمام أبي حنيفة النعمان,,,,,
HatemAzzam,HatemAzzam,,61,0,61,0,0,0,0,0.098776,0.000292,30,0.002601,0,0.008475,,,0.196595,622645,1513,"Zurich, Switzerland",رائد أعمال و مؤسس . مستشار وكوتش و مدرب القيادة و إعداد القادة  و ريادة الأعمال.,,,,,
